measurement_time,latitude,longitude,speed_kmh,profil,zone_id,zone_name
06/07/2021 13:30:27,44.9987216,20.3994333,0,3,,
06/07/2021 13:30:57,44.9987216,20.3994333,0,3,,
06/07/2021 13:31:24,44.99878,20.3994949,7,3,,
06/07/2021 13:31:54,44.9987966,20.39945,0,3,,
06/07/2021 13:32:24,44.9987966,20.39945,0,3,,
06/07/2021 13:32:54,44.9987966,20.39945,0,3,,
06/07/2021 13:33:24,44.9987966,20.39945,0,3,,
06/07/2021 13:33:54,44.9987966,20.39945,0,3,,
06/07/2021 13:34:24,44.9987966,20.39945,0,3,,
06/07/2021 13:34:54,44.9987966,20.39945,0,3,,
06/07/2021 13:34:59,44.998885,20.3994233,6,3,,
06/07/2021 13:35:14,44.999095,20.3996616,6,3,,
06/07/2021 13:35:17,44.9990749,20.3997283,6,3,,
06/07/2021 13:35:43,44.9987516,20.400405,7,3,,
06/07/2021 13:35:46,44.9987666,20.4004666,7,3,,
06/07/2021 13:36:16,44.9994483,20.401315,12,3,,
06/07/2021 13:36:25,44.999665,20.4016533,12,3,,
06/07/2021 13:36:27,44.9996433,20.4017033,9,3,,
06/07/2021 13:36:29,44.9996733,20.4017399,7,3,,
06/07/2021 13:36:34,44.9997833,20.401805,11,3,,
06/07/2021 13:36:38,44.9998866,20.4018716,10,3,,
06/07/2021 13:36:45,45.0000233,20.4020616,9,3,,
06/07/2021 13:36:48,45.0000116,20.40216,10,3,,
06/07/2021 13:36:53,44.9999116,20.4022699,15,3,,
06/07/2021 13:36:59,44.99979,20.4024433,10,3,,
06/07/2021 13:37:05,44.9997116,20.4026,8,3,,
06/07/2021 13:37:08,44.999725,20.4026849,9,3,,
06/07/2021 13:37:09,44.9996966,20.4027116,9,3,,
06/07/2021 13:37:15,44.9995866,20.4028583,9,3,,
06/07/2021 13:37:17,44.9995366,20.4028633,9,3,,
06/07/2021 13:37:19,44.9994933,20.4028316,9,3,,
06/07/2021 13:37:49,44.9994266,20.4026733,0,3,,
06/07/2021 13:38:19,44.9994266,20.4026733,0,3,,
06/07/2021 13:38:49,44.9994266,20.4026733,0,3,,
06/07/2021 13:39:19,44.9994266,20.4026733,0,3,,
06/07/2021 13:39:49,44.9994266,20.4026733,0,3,,
06/07/2021 13:40:19,44.9994266,20.4026733,0,3,,
06/07/2021 13:40:49,44.9994266,20.4026733,0,3,,
06/07/2021 13:41:19,44.998945,20.4021383,3,3,,
